ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
7284A6219B4E1EAA,electric_bike,32:43.8,49:47.3,6 Ave & W 45 St,6593.15,27 St & Hunter St,6310.06,40.756951,-73.982631,40.7485,-73.941275,member
094CBAF8E1082C27,electric_bike,47:32.1,50:17.2,Amsterdam Ave & W 175 St,8278.05,Wadsworth Ave & W 179 St,8336.02,40.844044,-73.933651,40.848467,-73.936064,member
1897EE2F91AB4CDB,electric_bike,16:28.9,20:16.2,S 2 St & Kent Ave,5276.04,Berry St & N 8 St,5379.09,40.714731,-73.966612,40.7190095,-73.95852515,member
EB44D4DC89646315,electric_bike,33:21.6,37:52.0,N 5 St & Northside Piers,5458.02,Driggs Ave & S 2 St,5235.1,40.719876,-73.963865,40.712628,-73.960575,member
A998139F07072F32,electric_bike,34:21.9,38:11.4,W 20 St & 5 Ave,6098.02,E 27 St & Park Ave S,6131.13,40.73972989,-73.99103969,40.7427518,-73.98471572,member
026237934CC06B9F,classic_bike,14:09.3,23:05.1,W 21 St & 6 Ave,6140.05,W 35 St & 9 Ave,6569.09,40.74173969,-73.99415556,40.75414519,-73.99608895,member
B9BA08E895B29A2E,electric_bike,13:54.3,21:59.6,Lafayette St & Grand St,5422.09,River Ter & Warren St,5368.03,40.72028,-73.99879,40.71759895,-74.01587963,member
70478BF1A097C5B9,electric_bike,07:07.8,17:21.9,W 111 St & 5 Ave,7587.16,W 90 St & Amsterdam Ave,7458.09,40.79752078,-73.94893974,40.79018,-73.97289,casual
C98BAC12DFF08F66,electric_bike,19:35.1,28:27.7,1 Ave & E 44 St,6379.03,E 81 St & York Ave,7084.12,40.75001986,-73.96905301,40.7728384,-73.94989233,member
E03896F794F17C79,electric_bike,13:01.3,18:07.1,Lafayette St & E 8 St,5788.13,Kenmare St & Elizabeth St,5453.06,40.73020661,-73.99102628,40.72054,-73.9949,member
